iso3alpha,cowccode,iso3numeric,yearbegin,yearend,location,locationISO,expectation,illtreatment,it_cert,unstated,scarring,stealth,death,magnitude,om_cert,numbervictims,vtcriminal,vtdissident,vtmarginalized,vtstateagent,vtpow,vtunst,vt_cert,aocpolice,aocprison,aocmilitary,aocimmigrationdetention,aocintelligence,aocparamilitary,aocunst,aoc_cert,formalcomplaint,investigation,investoutcome,adjlocationintlcourt,adjlocationdomcourt,adjudicationoutcome,adjout_cert,transborder,destination,destinationISO,dest_cert,codernum,RstrctAccess
IND,750,356,2002,2002,Inside National Borders,,No,Yes,A,No,No,No,No,Not Zero,A,Not Zero,No,Yes,Yes,No,No,No,A,No,No,No,No,No,No,Yes,A,Unknown,Unknown,,,,,,Not Transborder,,,,17,Yes
IND,750,356,2002,2002,Inside National Borders,,No,Yes,A,No,No,No,No,Not Zero,A,Not Zero,No,No,No,No,No,Yes,A,Yes,No,No,No,No,No,No,A,Unknown,Unknown,,,,,,Not Transborder,,,,17,Yes
IND,750,356,2002,2002,Inside National Borders,,No,Yes,A,No,No,No,No,Not Zero,A,Not Zero,No,Yes,No,No,No,No,A,Yes,No,No,No,No,No,No,A,Unknown,Unknown,,,,,,Not Transborder,,,,17,Yes
IND,750,356,2002,2002,Inside National Borders,,No,Yes,B,No,Yes,No,No,1-9,A,1,No,No,Yes,No,No,No,A,Yes,No,No,No,No,No,No,A,Yes,Yes,Adjudication/Mediation,No,Yes,Pending,A,Not Transborder,,,,1,Yes
IND,750,356,2002,2002,Inside National Borders,,No,Yes,B,Yes,No,No,No,1-9,A,1,No,No,No,No,No,Yes,A,Yes,No,No,No,No,No,No,A,Unknown,Unknown,,,,,,Not Transborder,,,,17,Yes
IND,750,356,2002,2002,Inside National Borders,,No,No,A,Yes,No,No,No,Not Zero,A,Not Zero,No,Yes,No,No,No,No,A,Yes,No,No,No,No,No,No,A,Unknown,Unknown,,,,,,Not Transborder,,,,17,Yes
IND,750,356,2002,2002,Inside National Borders,,No,No,A,No,No,No,No,1-9,A,4,No,Yes,Yes,No,No,No,A,Yes,No,No,No,No,No,No,A,Unknown,Unknown,,,,,,Refoulment,Country of Origin,724,B,17,Yes
IND,750,356,2002,2004,Inside National Borders,,No,No,A,No,Yes,No,No,1-9,A,1,No,Yes,Yes,No,No,No,A,No,No,No,No,No,No,Yes,A,Yes,Yes,Unknown,,,,,Not Transborder,,,,1,Yes
IND,750,356,2002,2002,Inside National Borders,,No,Yes,A,Yes,No,Yes,No,Not Zero,A,Not Zero,No,No,No,No,No,Yes,A,Yes,No,No,No,No,No,No,A,Unknown,Unknown,,,,,,Not Transborder,,,,17,Yes
IND,750,356,2003,2003,Inside National Borders,,No,Yes,A,No,No,No,No,1-9,A,1,No,No,Yes,No,No,No,A,No,No,Yes,No,No,No,No,A,Unknown,Unknown,,,,,,Not Transborder,,,,17,No
IND,750,356,2003,2003,Inside National Borders,,No,No,A,Yes,No,No,No,1-9,A,2,No,No,No,No,No,Yes,A,Yes,No,No,No,No,No,No,A,Unknown,Unknown,,,,,,Not Transborder,,,,17,No
IND,750,356,2003,2003,Inside National Borders,,No,No,A,Yes,No,No,Yes,1-9,A,1,No,No,No,No,No,Yes,A,Yes,No,No,No,No,No,No,A,Unknown,Unknown,,,,,,Not Transborder,,,,17,No
IND,750,356,2003,2003,Inside National Borders,,No,No,A,Yes,No,No,No,1-9,A,2,No,No,Yes,No,No,No,A,Yes,No,No,No,No,No,No,A,Unknown,Unknown,,,,,,Not Transborder,,,,17,No
IND,750,356,2003,2003,Inside National Borders,,No,No,A,Yes,No,Yes,No,10-99,A,Not Zero,No,Yes,Yes,No,No,No,A,Yes,No,No,No,No,No,No,A,Unknown,Unknown,,,,,,Not Transborder,,,,17,No
IND,750,356,2003,2003,Inside National Borders,,No,No,A,Yes,No,No,No,Not Zero,A,Not Zero,No,No,No,No,Yes,No,A,Yes,No,No,No,No,No,No,A,Unknown,Unknown,,,,,,Not Transborder,,,,17,No
IND,750,356,2003,2003,Inside National Borders,,No,Yes,A,Yes,No,No,No,10-99,A,Not Zero,No,No,Yes,No,No,No,A,Yes,No,No,No,No,No,No,A,Unknown,Unknown,,,,,,Not Transborder,,,,17,No
IND,750,356,2003,2003,Inside National Borders,,No,No,A,Yes,No,No,No,Not Zero,A,Not Zero,Yes,No,No,No,No,No,B,Yes,No,No,No,No,No,No,A,Unknown,Unknown,,,,,,Not Transborder,,,,17,No
IND,750,356,2003,2003,Inside National Borders,,No,No,A,Yes,No,No,No,10-99,A,Not Zero,No,No,No,No,No,Yes,A,No,No,No,No,No,No,Yes,A,Unknown,Unknown,,,,,,Not Transborder,,,,17,No
IND,750,356,2003,2003,Inside National Borders,,No,Yes,A,Yes,No,No,No,10-99,B,Not Zero,No,No,Yes,No,No,No,A,Yes,No,No,No,No,No,No,A,Unknown,Unknown,,,,,,Not Transborder,,,,17,No
IND,750,356,2003,2003,Inside National Borders,,No,No,A,Yes,No,No,No,Not Zero,A,Not Zero,No,No,No,No,Yes,No,A,Yes,No,No,No,No,No,No,A,Unknown,Unknown,,,,,,Not Transborder,,,,17,No
IND,750,356,2003,2003,Inside National Borders,,No,Yes,A,No,No,Yes,No,10-99,A,Not Zero,No,No,No,No,No,Yes,A,Yes,No,No,No,No,No,No,A,Unknown,Unknown,,,,,,Not Transborder,,,,17,No
IND,750,356,2003,2003,Inside National Borders,,No,No,A,Yes,No,No,No,Not Zero,A,Not Zero,No,No,No,No,No,Yes,A,Yes,No,No,No,No,No,No,A,Unknown,Unknown,,,,,,Not Transborder,,,,17,No
IND,750,356,2003,2003,Inside National Borders,,No,No,A,Yes,No,No,Yes,Not Zero,A,Not Zero,No,No,No,No,No,Yes,A,Yes,No,No,No,No,No,No,A,Yes,Yes,Adjudication/Mediation,,,Conviction or Plea,A,Not Transborder,,,,17,No
IND,750,356,2003,2003,Inside National Borders,,No,No,A,Yes,No,No,No,Not Zero,A,Not Zero,No,No,No,No,No,Yes,A,Yes,No,No,No,No,No,No,A,Unknown,Unknown,,,,,,Not Transborder,,,,17,No
IND,750,356,2004,2004,Inside National Borders,,No,No,A,No,Yes,No,No,Not Zero,A,Not Zero,No,Yes,Yes,No,No,No,A,Yes,No,No,No,No,No,No,A,Unknown,Unknown,,,,,,Not Transborder,,,,1,No
IND,750,356,2004,2004,Inside National Borders,,No,No,A,No,Yes,No,No,1-9,A,2,No,No,Yes,No,No,No,A,No,No,Yes,No,No,No,No,A,Unknown,Unknown,,,,,,Not Transborder,,,,1,No
IND,750,356,2004,2004,Inside National Borders,,No,No,A,No,Yes,No,No,1-9,A,1,No,No,Yes,No,No,No,A,No,No,Yes,No,No,No,No,A,Unknown,Unknown,,,,,,Not Transborder,,,,1,No
IND,750,356,2004,2004,Inside National Borders,,No,No,A,No,Yes,No,No,Not Zero,A,Not Zero,No,Yes,Yes,No,No,No,A,Yes,No,No,No,No,No,No,A,Yes,Unknown,,,,,,Not Transborder,,,,1,No
IND,750,356,2004,2004,Inside National Borders,,No,No,A,No,Yes,No,No,1-9,A,1,No,No,Yes,No,No,No,A,No,No,Yes,No,No,No,No,A,Unknown,Unknown,,,,,,Not Transborder,,,,1,No
IND,750,356,2004,2004,Inside National Borders,,No,No,A,Yes,No,No,No,100-999,A,Not Zero,No,Yes,No,No,No,No,A,No,No,No,No,No,No,Yes,A,Unknown,Unknown,,,,,,Not Transborder,,,,1,No
IND,750,356,2004,2004,Inside National Borders,,No,Yes,A,No,Yes,No,No,Not Zero,A,Not Zero,No,No,No,No,No,Yes,A,No,No,No,No,No,No,Yes,A,Unknown,Unknown,,,,,,Not Transborder,,,,18,No
IND,750,356,2005,2005,Inside National Borders,,No,No,A,Yes,No,No,No,Not Zero,A,Not Zero,No,No,No,No,No,Yes,A,No,No,No,No,No,No,Yes,A,Unknown,Unknown,,,,,,Not Transborder,,,,1,No
IND,750,356,2005,2005,Inside National Borders,,No,No,A,No,Yes,No,No,10-99,A,Not Zero,No,Yes,No,No,No,No,A,Yes,No,No,No,No,No,No,A,Unknown,Unknown,,,,,,Not Transborder,,,,1,No
IND,750,356,2005,2005,Inside National Borders,,No,Yes,A,Yes,No,No,No,Not Zero,A,Not Zero,No,No,No,No,No,Yes,A,No,No,No,No,No,No,Yes,A,Unknown,Unknown,,,,,,Not Transborder,,,,1,No
PAK,770,586,1995,1995,Inside National Borders,,No,No,A,No,Yes,No,No,1-9,A,2,No,No,No,No,No,Yes,A,No,No,No,No,No,No,Yes,A,Unknown,Unknown,,,,,,Not Transborder,,,,8,No
PAK,770,586,1995,1995,Inside National Borders,,No,No,A,No,Yes,No,No,1-9,A,1,Yes,No,No,No,No,No,A,No,No,No,No,No,No,Yes,A,Unknown,Unknown,,,,,,Not Transborder,,,,8,No
PAK,770,586,1995,1995,Inside National Borders,,No,Yes,A,Yes,No,No,Yes,10-99,A,Not Zero,No,No,No,No,No,Yes,A,No,No,No,No,No,No,Yes,A,Unknown,Unknown,,,,,,Not Transborder,,,,8,No
PAK,770,586,1995,1995,Inside National Borders,,No,No,A,Yes,No,No,No,1-9,A,1,No,No,No,No,No,Yes,A,No,No,No,No,No,No,Yes,A,Unknown,Unknown,,,,,,Not Transborder,,,,8,No
PAK,770,586,1995,1995,Inside National Borders,,No,Yes,A,No,Yes,No,No,1-9,A,1,No,No,Yes,No,No,No,A,Yes,No,No,No,No,No,No,A,Unknown,Unknown,,,,,,Not Transborder,,,,8,No
PAK,770,586,1995,1995,Inside National Borders,,No,No,A,Yes,No,No,No,1-9,A,Not Zero,No,No,No,No,No,Yes,A,No,No,No,No,No,No,Yes,A,Unknown,Unknown,,,,,,Not Transborder,,,,8,No
PAK,770,586,1995,1995,Inside National Borders,,No,No,A,No,Yes,No,No,1-9,A,1,No,No,No,No,No,Yes,A,No,No,No,No,No,No,Yes,A,Unknown,Unknown,,,,,,Not Transborder,,,,8,No
PAK,770,586,1995,1995,Inside National Borders,,No,No,A,No,Yes,No,No,10-99,A,Not Zero,No,No,No,No,No,Yes,A,Yes,No,No,No,No,No,No,A,Unknown,Unknown,,,,,,Not Transborder,,,,8,No
PAK,770,586,1995,1995,Inside National Borders,,No,No,A,No,No,Yes,No,1-9,A,1,No,No,No,No,No,Yes,A,No,No,Yes,No,No,No,No,A,Unknown,Unknown,,,,,,Not Transborder,,,,18,No
PAK,770,586,1995,1995,Inside National Borders,,No,No,A,No,Yes,No,No,1-9,A,1,No,No,Yes,No,No,No,A,Yes,No,No,No,No,No,No,A,Unknown,Unknown,,,,,,Not Transborder,,,,8,No
PAK,770,586,1995,1995,Inside National Borders,,No,No,A,No,Yes,No,No,1-9,A,2,Yes,No,No,No,No,No,A,No,No,No,No,No,No,Yes,A,Unknown,Unknown,,,,,,Not Transborder,,,,8,No
PAK,770,586,1995,1995,Inside National Borders,,Yes,No,A,Yes,No,No,No,1-9,A,3,No,Yes,No,No,No,No,A,No,No,No,No,No,No,Yes,A,Unknown,Unknown,,,,,,Not Transborder,,,,8,No
PAK,770,586,1995,1995,Inside National Borders,,No,No,A,No,Yes,No,No,1-9,A,1,No,No,No,No,No,Yes,A,No,No,No,No,No,Yes,No,A,Unknown,Unknown,,,,,,Not Transborder,,,,8,No
PAK,770,586,1995,1995,Inside National Borders,,No,No,A,No,Yes,No,No,1-9,A,2,Yes,No,Yes,No,No,No,A,No,No,No,No,No,No,Yes,A,Unknown,Unknown,,,,,,Not Transborder,,,,8,No
PAK,770,586,1995,1995,Inside National Borders,,No,Yes,A,No,Yes,No,No,1-9,A,1,No,No,Yes,No,No,No,A,No,No,Yes,No,No,No,No,A,Yes,Unknown,,,,,,Not Transborder,,,,8,No
PAK,770,586,1995,1995,Inside National Borders,,Yes,No,A,Yes,No,No,No,1-9,A,3,Yes,No,No,No,No,No,A,No,No,No,No,No,No,Yes,A,Unknown,Unknown,,,,,,Not Transborder,,,,8,No
PAK,770,586,1995,1995,Inside National Borders,,No,Yes,A,No,Yes,No,No,1-9,A,1,No,No,Yes,No,No,No,A,Yes,No,No,No,No,No,No,A,Yes,Yes,Unknown,,,,,Not Transborder,,,,8,No
PAK,770,586,1995,1996,Inside National Borders,,No,No,A,No,Yes,No,No,1-9,A,1,No,Yes,Yes,No,No,No,A,Yes,No,No,No,No,No,No,A,Unknown,Unknown,,,,,,Not Transborder,,,,8,No
PAK,770,586,1995,1997,Inside National Borders,,No,Yes,A,No,Yes,No,No,1-9,A,1,Yes,No,Yes,No,No,No,A,Yes,No,No,No,No,No,No,A,Yes,Yes,Unknown,,,,,Not Transborder,,,,8,No
PAK,770,586,1995,1997,Inside National Borders,,No,No,A,No,Yes,Yes,Yes,1-9,A,1,Yes,No,No,No,No,No,A,Yes,No,No,No,No,No,No,A,Yes,Yes,Unknown,,,,,Not Transborder,,,,8,No
PAK,770,586,1996,1996,Inside National Borders,,No,No,A,Yes,No,No,No,1-9,A,Not Zero,No,No,No,No,No,Yes,A,No,No,No,No,No,No,Yes,A,Unknown,Unknown,,,,,,Not Transborder,,,,8,No
PAK,770,586,1996,1996,Inside National Borders,,No,No,A,No,No,Yes,No,10-99,B,15,Yes,No,No,No,No,No,A,No,Yes,No,No,No,No,No,A,Unknown,Unknown,,,,,,Not Transborder,,,,13,No
PAK,770,586,1996,1996,Inside National Borders,,No,No,A,Yes,No,No,No,10-99,A,Not Zero,No,No,No,No,No,Yes,A,No,No,No,No,No,No,Yes,A,Unknown,Unknown,,,,,,Not Transborder,,,,8,No
PAK,770,586,1996,1996,Inside National Borders,,Yes,No,A,Yes,No,No,No,1-9,A,4,No,No,No,No,No,Yes,A,No,No,No,No,No,No,Yes,A,Unknown,Unknown,,,,,,Not Transborder,,,,8,No
PAK,770,586,1996,1996,Inside National Borders,,No,No,A,No,Yes,No,No,1-9,A,1,No,Yes,No,No,No,No,A,No,No,No,No,No,Yes,No,A,Unknown,Unknown,,,,,,Not Transborder,,,,8,No
PAK,770,586,1996,1996,Inside National Borders,,No,No,A,No,No,Yes,Yes,1-9,A,1,No,Yes,Yes,No,No,No,A,Yes,No,No,No,No,No,No,A,Unknown,Unknown,,,,,,Not Transborder,,,,8,No
PAK,770,586,1996,1996,Inside National Borders,,No,No,A,No,Yes,No,Yes,1-9,A,1,No,No,No,No,No,Yes,A,Yes,No,No,No,No,No,No,A,Unknown,Unknown,,,,,,Not Transborder,,,,8,No
PAK,770,586,1996,1996,Inside National Borders,,No,No,A,No,Yes,Yes,No,1-9,A,4,No,Yes,Yes,No,No,No,A,Yes,No,No,No,No,No,No,A,Unknown,Unknown,,,,,,Not Transborder,,,,8,No
PAK,770,586,1996,1996,Inside National Borders,,No,No,A,No,Yes,No,No,1-9,A,1,No,No,Yes,No,No,No,A,Yes,No,No,No,No,No,No,A,Unknown,Unknown,,,,,,Not Transborder,,,,8,No
PAK,770,586,1996,1996,Inside National Borders,,No,No,A,No,Yes,No,No,1-9,A,1,No,Yes,No,No,No,No,A,No,No,No,No,No,Yes,No,A,Unknown,Unknown,,,,,,Not Transborder,,,,8,No
PAK,770,586,1996,1996,Inside National Borders,,No,No,A,Yes,No,No,No,1000-9999,A,Not Zero,No,No,No,No,No,Yes,A,Yes,No,No,No,No,No,No,A,Unknown,Unknown,,,,,,Not Transborder,,,,8,No
PAK,770,586,1996,1996,Inside National Borders,,No,No,A,No,Yes,Yes,No,1-9,A,1,No,No,No,No,No,Yes,A,Yes,No,No,No,No,No,No,A,Unknown,Unknown,,,,,,Not Transborder,,,,8,No
PAK,770,586,1996,1996,Inside National Borders,,No,No,A,No,Yes,No,No,1-9,A,1,No,No,No,No,No,Yes,A,Yes,No,No,No,No,No,No,A,Unknown,Unknown,,,,,,Not Transborder,,,,8,No
PAK,770,586,1996,1996,Inside National Borders,,No,No,A,No,Yes,No,Yes,1-9,A,1,No,No,No,No,No,Yes,A,Yes,No,No,No,No,No,No,A,Unknown,Unknown,,,,,,Not Transborder,,,,8,No
PAK,770,586,1996,1996,Inside National Borders,,No,No,A,No,Yes,Yes,No,1-9,A,1,No,Yes,No,No,No,No,A,Yes,No,No,No,No,No,No,A,Unknown,Unknown,,,,,,Not Transborder,,,,8,No
PAK,770,586,1996,1996,Inside National Borders,,No,No,A,No,Yes,No,No,1-9,A,6,No,Yes,Yes,No,No,No,A,Yes,No,No,No,No,No,No,A,Unknown,Unknown,,,,,,Not Transborder,,,,8,No
PAK,770,586,1996,1996,Inside National Borders,,No,Yes,A,Yes,No,No,Yes,10-99,A,Not Zero,No,No,No,No,No,Yes,A,No,No,No,No,No,No,Yes,A,Unknown,Unknown,,,,,,Not Transborder,,,,8,No
PAK,770,586,1996,1996,Inside National Borders,,No,No,A,Yes,No,No,Yes,1-9,B,Not Zero,Yes,No,No,No,No,No,A,Yes,No,No,No,No,No,No,A,Unknown,Unknown,,,,,,Not Transborder,,,,8,No
PAK,770,586,1996,1996,Inside National Borders,,No,No,A,No,Yes,No,No,1-9,A,1,No,No,No,No,No,Yes,A,No,No,No,No,No,Yes,No,A,Unknown,Unknown,,,,,,Not Transborder,,,,8,No
PAK,770,586,1996,1996,Inside National Borders,,No,No,A,Yes,No,No,Yes,10-99,A,Not Zero,No,No,No,No,No,Yes,A,Yes,No,No,No,No,No,No,A,Unknown,Unknown,,,,,,Not Transborder,,,,8,No
PAK,770,586,1996,1996,Inside National Borders,,No,No,A,No,Yes,No,No,1-9,B,Not Zero,No,Yes,Yes,No,No,No,A,No,No,No,No,No,No,Yes,A,Unknown,Unknown,,,,,,Not Transborder,,,,8,No
PAK,770,586,1996,1996,Inside National Borders,,No,No,A,No,No,Yes,Yes,1-9,B,Not Zero,Yes,Yes,No,No,No,No,A,No,No,No,No,No,No,Yes,A,Unknown,Unknown,,,,,,Not Transborder,,,,8,No
PAK,770,586,1997,1997,Inside National Borders,,No,Yes,A,No,Yes,No,No,1-9,A,1,No,No,Yes,No,No,No,A,Yes,No,No,No,No,No,No,A,Yes,Unknown,,,,,,Not Transborder,,,,8,No
PAK,770,586,1997,1997,Inside National Borders,,No,No,A,No,No,Yes,No,1-9,A,1,No,No,No,No,No,Yes,A,Yes,No,No,No,No,No,No,A,Unknown,Unknown,,,,,,Not Transborder,,,,8,No
PAK,770,586,1997,1997,Inside National Borders,,No,No,A,No,Yes,No,No,1-9,A,1,No,Yes,No,No,No,No,A,Yes,No,No,No,No,No,No,A,Unknown,Unknown,,,,,,Not Transborder,,,,8,No
PAK,770,586,1997,1997,Inside National Borders,,No,No,A,No,Yes,No,No,1-9,A,1,No,No,No,No,No,Yes,A,No,No,Yes,No,No,No,No,A,Unknown,Unknown,,,,,,Not Transborder,,,,8,No
PAK,770,586,1997,1997,Inside National Borders,,No,Yes,A,No,Yes,No,No,1-9,A,1,No,No,Yes,No,No,No,A,Yes,No,No,No,No,No,No,A,Unknown,Unknown,,,,,,Not Transborder,,,,8,No
PAK,770,586,1997,1997,Inside National Borders,,No,No,A,No,No,Yes,No,1-9,A,1,No,No,No,No,No,Yes,A,No,Yes,No,No,No,No,No,A,Unknown,Unknown,,,,,,Not Transborder,,,,8,No
PAK,770,586,1997,1997,Inside National Borders,,No,Yes,A,Yes,No,No,Yes,10-99,A,35,No,No,No,No,No,Yes,A,No,No,No,No,No,No,Yes,A,Unknown,Unknown,,,,,,Not Transborder,,,,8,No
PAK,770,586,1997,1997,Inside National Borders,,No,No,A,No,Yes,Yes,No,1-9,A,1,Yes,No,No,No,No,No,A,No,No,No,No,No,No,Yes,A,Unknown,Unknown,,,,,,Not Transborder,,,,8,No
PAK,770,586,1997,1997,Inside National Borders,,No,No,A,Yes,No,No,Yes,1-9,A,1,No,No,No,No,No,Yes,A,Yes,No,No,No,No,No,No,A,Yes,Unknown,,,,,,Not Transborder,,,,8,No
PAK,770,586,1997,1997,Inside National Borders,,No,No,A,No,No,Yes,No,1-9,A,1,No,Yes,No,No,No,No,A,No,Yes,No,No,No,No,No,A,Unknown,Unknown,,,,,,Not Transborder,,,,8,No
PAK,770,586,1997,1997,Inside National Borders,,No,No,A,No,No,Yes,No,10-99,A,11,No,No,No,No,No,Yes,A,Yes,No,No,No,No,No,No,A,Unknown,Unknown,,,,,,Not Transborder,,,,8,No
PAK,770,586,1997,1997,Inside National Borders,,No,No,A,No,Yes,No,No,1-9,A,1,No,No,No,No,No,Yes,A,Yes,No,No,No,No,No,No,A,Unknown,Unknown,,,,,,Not Transborder,,,,8,No
PAK,770,586,1997,1997,Inside National Borders,,No,No,A,No,Yes,No,Yes,1-9,A,1,No,No,No,No,No,Yes,A,Yes,No,No,No,No,No,No,A,Yes,Unknown,,,,,,Not Transborder,,,,8,No
PAK,770,586,1998,1998,Inside National Borders,,No,Yes,A,No,No,No,No,1-9,A,1,No,No,Yes,No,No,No,A,Yes,No,No,No,No,No,No,A,Yes,Yes,Unknown,,,,,Not Transborder,,,,8,No
PAK,770,586,1998,1998,Inside National Borders,,No,No,A,No,Yes,No,No,1-9,A,2,No,No,No,Yes,No,No,A,Yes,No,No,No,No,No,No,A,Yes,Yes,Unknown,,,,,Not Transborder,,,,8,No
PAK,770,586,1998,1998,Inside National Borders,,No,No,A,No,Yes,No,No,1-9,A,1,Yes,No,No,No,No,No,A,Yes,No,No,No,No,No,No,A,Unknown,Unknown,,,,,,Not Transborder,,,,8,No
PAK,770,586,1998,1998,Inside National Borders,,No,Yes,A,No,Yes,No,No,1-9,A,1,No,No,Yes,No,No,No,A,Yes,No,No,No,No,No,No,A,Yes,Yes,Unknown,,,,,Not Transborder,,,,8,No
PAK,770,586,1998,1998,Inside National Borders,,No,No,A,Yes,No,Yes,No,1-9,A,1,Yes,No,No,No,No,No,A,Yes,No,No,No,No,No,No,A,Yes,Yes,,,,,,Not Transborder,,,,8,No
PAK,770,586,1998,1998,Inside National Borders,,No,No,A,No,Yes,No,No,1-9,A,1,No,No,Yes,No,No,No,A,Yes,No,No,No,No,No,No,A,Unknown,Unknown,,,,,,Not Transborder,,,,8,No
PAK,770,586,1998,1998,Inside National Borders,,No,Yes,A,No,Yes,No,No,1-9,A,1,No,No,Yes,No,No,No,A,Yes,No,No,No,No,No,No,A,Yes,Unknown,,,,,,Not Transborder,,,,8,No
PAK,770,586,1998,1998,Inside National Borders,,No,Yes,A,No,Yes,No,No,1-9,A,1,No,No,Yes,No,No,No,A,Yes,No,No,No,No,No,No,A,Yes,Unknown,,,,,,Not Transborder,,,,8,No
PAK,770,586,1998,1998,Inside National Borders,,No,Yes,A,No,Yes,No,No,1-9,A,1,No,No,Yes,No,No,No,A,Yes,No,No,No,No,No,No,A,Yes,Yes,Unknown,,,,,Not Transborder,,,,8,No
PAK,770,586,1998,1998,Inside National Borders,,Yes,No,A,Yes,No,No,No,1-9,A,1,No,Yes,No,No,No,No,A,No,No,No,No,No,No,Yes,A,Unknown,Unknown,,,,,,Not Transborder,,,,8,No
PAK,770,586,1998,1998,Inside National Borders,,No,No,A,No,Yes,No,No,1-9,A,3,No,No,No,No,No,Yes,A,Yes,No,No,No,No,No,No,A,Unknown,Unknown,,,,,,Not Transborder,,,,8,No
PAK,770,586,1998,1999,Inside National Borders,,No,No,A,No,Yes,Yes,No,1-9,A,1,No,No,Yes,No,No,No,A,Yes,No,No,No,No,No,No,A,Unknown,Unknown,,,,,,Not Transborder,,,,18,No
PAK,770,586,1999,1999,Inside National Borders,,No,No,A,No,Yes,No,No,1-9,A,Not Zero,No,Yes,No,No,No,No,A,Yes,No,No,No,No,No,No,A,Unknown,Unknown,,,,,,Not Transborder,,,,8,No
PAK,770,586,1999,1999,Inside National Borders,,No,No,A,No,Yes,No,No,1-9,A,1,No,No,Yes,No,No,No,A,Yes,No,No,No,No,No,No,A,Unknown,Unknown,,,,,,Not Transborder,,,,8,No
PAK,770,586,1999,1999,Inside National Borders,,No,No,A,No,No,Yes,No,1-9,A,1,No,No,No,No,No,Yes,A,Yes,No,No,No,No,No,No,A,Unknown,Unknown,,,,,,Not Transborder,,,,8,No
PAK,770,586,1999,1999,Inside National Borders,,No,No,A,No,Yes,No,No,1-9,A,3,No,No,No,No,No,Yes,A,Yes,No,No,No,Yes,No,No,A,Unknown,Unknown,,,,,,Not Transborder,,,,8,No
PAK,770,586,1999,1999,Inside National Borders,,No,No,A,No,Yes,No,No,1-9,A,8,No,No,No,No,No,Yes,A,Yes,No,No,No,No,No,No,A,Unknown,Unknown,,,,,,Not Transborder,,,,8,No
PAK,770,586,1999,1999,Inside National Borders,,No,No,A,Yes,Yes,No,No,1-9,A,1,No,Yes,No,No,No,No,A,Yes,No,No,No,Yes,No,No,A,Unknown,Unknown,,,,,,Not Transborder,,,,8,No
PAK,770,586,1999,1999,Inside National Borders,,No,No,A,Yes,No,No,No,1-9,A,1,No,No,No,No,No,Yes,A,Yes,No,No,No,No,No,No,A,Unknown,Unknown,,,,,,Not Transborder,,,,8,No
PAK,770,586,1999,1999,Inside National Borders,,No,No,A,Yes,No,No,Yes,10-99,A,Not Zero,No,No,No,No,No,Yes,A,Yes,Yes,No,No,No,No,No,A,Unknown,Unknown,,,,,,Not Transborder,,,,8,No
PAK,770,586,2000,2000,Inside National Borders,,No,No,A,Yes,No,No,No,10-99,A,Not Zero,No,Yes,No,No,No,No,A,No,No,No,No,No,No,Yes,A,Unknown,Unknown,,,,,,Not Transborder,,,,8,No
PAK,770,586,2000,2000,Inside National Borders,,No,Yes,A,Yes,No,No,No,1-9,A,5,Yes,No,Yes,No,No,No,A,No,Yes,No,No,No,No,No,A,Unknown,Unknown,,,,,,Not Transborder,,,,8,No
PAK,770,586,2000,2000,Inside National Borders,,No,No,A,No,No,Yes,Yes,1-9,A,1,Yes,No,Yes,No,No,No,A,No,Yes,No,No,No,No,No,A,Unknown,Unknown,,,,,,Not Transborder,,,,8,No
PAK,770,586,2000,2000,Inside National Borders,,No,No,A,No,Yes,No,Yes,1-9,A,1,No,No,No,No,No,Yes,A,Yes,No,No,No,No,No,No,A,Yes,Yes,Unknown,,,,,Not Transborder,,,,8,No
PAK,770,586,2000,2000,Inside National Borders,,No,No,A,No,No,No,No,1-9,A,4,No,Yes,No,No,No,No,A,No,No,No,No,No,No,Yes,A,Unknown,Unknown,,,,,,Refoulment,Country of Origin,434,A,22,No
PAK,770,586,2000,2000,Inside National Borders,,No,No,A,Yes,No,No,Yes,1-9,A,1,No,No,Yes,No,No,No,A,Yes,No,No,No,No,No,No,A,Yes,Yes,Unknown,,,,,Not Transborder,,,,8,No
PAK,770,586,2000,2000,Inside National Borders,,No,Yes,A,No,Yes,No,No,1-9,A,1,No,No,Yes,No,No,No,A,Yes,No,No,No,No,No,No,A,Yes,Yes,Unknown,,,,,Not Transborder,,,,8,No
PAK,770,586,2000,2000,Inside National Borders,,No,No,A,No,Yes,No,No,1-9,A,2,No,No,Yes,No,No,No,A,Yes,No,No,No,No,No,No,A,Unknown,Unknown,,,,,,Not Transborder,,,,8,No
PAK,770,586,2000,2000,Inside National Borders,,No,Yes,A,Yes,No,No,No,Not Zero,A,Not Zero,No,No,Yes,No,No,No,A,No,No,No,No,No,No,Yes,A,Unknown,Unknown,,,,,,Not Transborder,,,,11,No
PAK,770,586,2000,2000,Inside National Borders,,No,Yes,A,Yes,No,No,No,Not Zero,A,Not Zero,No,No,Yes,No,No,No,A,No,No,No,No,No,No,Yes,A,Unknown,Unknown,,,,,,Not Transborder,,,,23,No
PAK,770,586,2000,2000,Inside National Borders,,No,No,A,Yes,No,No,Yes,1-9,A,Not Zero,No,No,Yes,No,No,No,A,No,No,No,No,No,No,Yes,A,Unknown,Unknown,,,,,,Not Transborder,,,,8,No
PAK,770,586,2001,2001,Inside National Borders,,No,No,A,No,Yes,No,No,1-9,A,1,No,No,Yes,No,No,No,A,Yes,No,No,No,No,No,No,A,Unknown,Unknown,,,,,,Not Transborder,,,,8,No
